participant_id,date,time,sensor,device_token,value,device_type,page,message,user_agent,type,activity
U3884527492,2026-03-01,08:04:15,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-03-01,07:43:09,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-03-01,06:11:35,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-03-01,06:11:35,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-03-01,06:11:34,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-28,14:22:40,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:22:40,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:22:35,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:07:13,lamp.analytics,,,,,,,open_page,
U3884527492,2026-02-28,14:07:10,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:07:10,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:07:04,lamp.analytics,,,,assess,,,open_page,d7692rcc3braz0e419kn
U3884527492,2026-02-28,14:06:22,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:06:22,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:06:16,lamp.analytics,,,,assess,,,open_page,wxfece0ttv3ed74b8a8t
U3884527492,2026-02-28,14:06:03,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:06:03,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:05:58,lamp.analytics,,,,assess,,,open_page,wxfece0ttv3ed74b8a8t
U3884527492,2026-02-28,14:05:43,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:05:43,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:05:38,lamp.analytics,,,,assess,,,open_page,378ahcyzn9s6cx78p9xk
U3884527492,2026-02-28,14:05:13,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:05:13,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:05:08,lamp.analytics,,,,assess,,,open_page,bkn099zaq4pvqnzzn9mb
U3884527492,2026-02-28,14:04:50,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:04:50,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,14:04:49,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-28,08:48:12,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-02-28,08:26:31,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,08:26:31,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-28,08:26:31,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,23:47:49,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,23:47:49,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,23:47:48,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,23:40:45,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,23:40:45,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,23:40:45,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,22:53:32,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,22:53:31,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,22:24:45,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,22:20:06,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,21:43:37,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-02-27,19:43:40,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-02-27,19:32:11,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,19:32:11,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,19:32:10,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,18:55:31,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,18:55:30,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,18:55:30,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,15:02:20,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,15:02:20,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,15:02:19,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,15:02:15,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,15:02:15,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,15:02:09,lamp.analytics,,,,assess,,,open_page,bkn099zaq4pvqnzzn9mb
U3884527492,2026-02-27,15:01:53,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,15:01:53,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,15:01:47,lamp.analytics,,,,assess,,,open_page,d7692rcc3braz0e419kn
U3884527492,2026-02-27,15:01:22,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,15:01:22,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,15:01:16,lamp.analytics,,,,assess,,,open_page,wxfece0ttv3ed74b8a8t
U3884527492,2026-02-27,15:01:04,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,15:01:03,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,15:01:03,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,13:06:38,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,13:06:37,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,13:06:37,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,13:06:30,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,13:06:30,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,13:06:24,lamp.analytics,,,,assess,,,open_page,378ahcyzn9s6cx78p9xk
U3884527492,2026-02-27,13:05:42,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,13:05:42,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,13:05:41,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,08:50:25,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,08:50:22,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,08:50:21,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,08:44:33,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,08:44:32,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-27,08:44:32,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-27,08:29:27,lamp.analytics,,1,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",lowpowermode,
U3884527492,2026-02-26,15:00:47,lamp.analytics,,,,assess,,,open_page,wxfece0ttv3ed74b8a8t
U3884527492,2026-02-26,15:00:14,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-26,15:00:14,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-26,15:00:13,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-26,14:01:49,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-26,14:01:48,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-26,14:01:48,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-26,14:01:46,lamp.analytics,,,,,,,open_page,
U3884527492,2026-02-26,14:01:45,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-26,14:01:45,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-26,14:00:27,lamp.analytics,,,,,,,open_page,bkn099zaq4pvqnzzn9mb
U3884527492,2026-02-26,14:00:09,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-26,09:53:15,lamp.analytics,,,,,,,open_page,
U3884527492,2026-02-26,09:52:32,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-26,09:52:32,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-26,09:52:27,lamp.analytics,,,,assess,,,open_page,bkn099zaq4pvqnzzn9mb
U3884527492,2026-02-26,09:51:55,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-26,09:51:55,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-26,09:51:54,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-25,16:22:43,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-02-25,16:07:49,lamp.analytics,,,,,,,open_page,
U3884527492,2026-02-25,16:07:46,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-25,16:07:46,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-25,16:07:38,lamp.analytics,,,,,,,open_page,d7692rcc3braz0e419kn
U3884527492,2026-02-25,16:06:39,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U3884527492,2026-02-25,16:04:09,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-02-25,16:04:09,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-02-25,15:54:51,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-02-25,15:41:06,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-02-25,15:33:59,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 0.),"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",log,
U3884527492,2026-02-25,15:33:59,lamp.analytics,,,,,,,open_page,
U3884527492,2026-02-25,15:33:58,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-25,15:33:58,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-25,15:33:36,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-25,15:33:36,lamp.analytics,,,,assess,,,open_page,
U3884527492,2026-02-25,15:33:35,lamp.analytics,339c48be4b4d051c29152313746da110a2b90561a2f06b161bae8d7929eab75e,,iOS,,,"NativeCore 2023.5.2; iOS 26.2.1; iPhone iPhone17,3",login,
U5713113886,2026-02-27,20:22:03,lamp.analytics,,,,,,,open_page,
U5713113886,2026-02-27,20:22:00,lamp.analytics,,,,assess,,,open_page,d7692rcc3braz0e419kn
U5713113886,2026-02-27,20:21:27,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-27,20:21:27,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-27,20:21:24,lamp.analytics,,,,assess,,,open_page,wxfece0ttv3ed74b8a8t
U5713113886,2026-02-27,20:21:08,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-27,20:21:08,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-27,20:21:01,lamp.analytics,,,,assess,,,open_page,378ahcyzn9s6cx78p9xk
U5713113886,2026-02-27,20:20:25,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-27,20:20:25,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-27,20:20:20,lamp.analytics,,,,assess,,,open_page,bkn099zaq4pvqnzzn9mb
U5713113886,2026-02-27,20:20:00,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-27,20:19:59,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-27,20:19:58,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-02-26,15:39:57,lamp.analytics,,,,,,,open_page,
U5713113886,2026-02-26,15:39:53,lamp.analytics,,,,assess,,,open_page,d7692rcc3braz0e419kn
U5713113886,2026-02-26,15:37:56,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-26,15:37:56,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-26,15:37:50,lamp.analytics,,,,assess,,,open_page,wxfece0ttv3ed74b8a8t
U5713113886,2026-02-26,15:37:19,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-26,15:37:19,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-26,15:37:13,lamp.analytics,,,,assess,,,open_page,378ahcyzn9s6cx78p9xk
U5713113886,2026-02-26,15:35:34,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-26,15:35:34,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-26,15:35:28,lamp.analytics,,,,assess,,,open_page,bkn099zaq4pvqnzzn9mb
U5713113886,2026-02-26,15:34:34,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-26,15:34:34,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-02-26,15:34:33,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-23,07:56:46,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-22,14:59:45,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-22,14:59:39,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 1.),"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",log,
U5713113886,2026-01-22,14:59:39,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-22,14:59:37,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-22,14:59:37,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 1.),"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",log,
U5713113886,2026-01-22,14:59:35,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-22,14:59:35,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-22,14:59:34,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-22,14:59:30,lamp.analytics,,,iOS,,GPS is denied.,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",log,
U5713113886,2026-01-21,21:54:33,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-21,21:54:31,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-21,21:54:31,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-21,21:54:30,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-20,11:29:00,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-20,11:29:00,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-20,11:29:00,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-20,11:19:30,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-20,11:18:55,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-20,11:18:54,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-20,11:18:54,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-20,09:00:26,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-20,09:00:24,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-20,09:00:23,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-20,09:00:23,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-19,10:37:20,lamp.analytics,,,,portal,,,open_page,
U5713113886,2026-01-19,10:37:19,lamp.analytics,,,,portal,,,open_page,
U5713113886,2026-01-19,10:37:19,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-19,10:30:48,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-19,10:30:43,lamp.analytics,,,,portal,,,open_page,
U5713113886,2026-01-19,10:30:43,lamp.analytics,,,,manage,,,open_page,
U5713113886,2026-01-19,10:30:42,lamp.analytics,,,,portal,,,open_page,
U5713113886,2026-01-19,10:30:41,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-19,10:28:55,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-19,10:28:54,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-19,10:28:12,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-19,10:26:40,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-19,10:26:40,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-19,10:26:40,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-13,19:48:19,lamp.analytics,,,iOS,,GPS Failed: L’opération n’a pas pu s’achever. (kCLErrorDomain erreur 1.),"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",log,
U5713113886,2026-01-13,18:57:09,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-13,18:57:06,lamp.analytics,,,,feed,,,open_page,
U5713113886,2026-01-13,18:57:05,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-13,18:57:05,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-13,18:57:05,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-13,18:56:49,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-13,18:56:41,lamp.analytics,,,,portal,,,open_page,
U5713113886,2026-01-13,18:56:40,lamp.analytics,,,,manage,,,open_page,
U5713113886,2026-01-13,18:56:39,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-13,18:56:39,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-13,18:56:38,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2026-01-08,15:14:36,lamp.analytics,,,,,,,open_page,
U5713113886,2026-01-08,15:14:33,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-08,15:14:33,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-08,15:14:27,lamp.analytics,,,,assess,,,open_page,jezs0zexsx89cy9qf5en
U5713113886,2026-01-08,15:14:20,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-08,15:14:20,lamp.analytics,,,,assess,,,open_page,
U5713113886,2026-01-08,15:14:20,lamp.analytics,7701b3e7ad807a3e406beb4000de359a322d1d3a9ae220969bfcd7f0d2e866d6,,iOS,,,"NativeCore 2023.5.2; iOS 26.0.1; iPhone iPhone13,2",login,
U5713113886,2025-11-24,10:09:29,lamp.analytics,,,,,,,open_page,
U5713113886,2025-11-24,10:09:27,lamp.analytics,,,,assess,,,open_page,jezs0zexsx89cy9qf5en
